id;label;lat;lon
1;Etincidunt ut modi sit magnam. Labore sit consectetur quiquia. Velit eius dolorem neque est sed. Ipsum aliquam sed numquam est. Dolore numquam quiquia numquam aliquam. Aliquam dolore porro quaerat velit aliquam eius neque. Ut modi numquam sed amet sed. Vol;48.749883864689416;16.655123412751085
2;Porro ipsum aliquam neque dolore. Non voluptatem voluptatem quiquia dolore. Est etincidunt labore aliquam dolore velit porro. Velit non est porro voluptatem voluptatem dolore. Consectetur dolore est ipsum quaerat dolore. Tempora amet dolor numquam adipisci;50.31754884262353;17.31042391118935
3;Quaerat quisquam quiquia numquam. Ipsum tempora eius dolore est ut aliquam. Quaerat dolorem amet numquam modi quaerat magnam. Sed sed eius ipsum. Sed quiquia quaerat adipisci porro voluptatem. Est neque amet quisquam. Est est neque quisquam. Etincidunt est;49.38564047265405;14.172054483799306
4;Magnam ut magnam amet quaerat porro ut aliquam. Amet numquam sit velit tempora. Quiquia ipsum magnam non labore neque consectetur ipsum. Adipisci est sed dolorem magnam aliquam. Dolorem amet voluptatem labore dolorem magnam etincidunt porro.;48.89842935643924;17.85443914295095
5;Eius dolorem tempora quaerat eius sit eius. Dolore ut dolore est aliquam. Voluptatem eius aliquam porro consectetur numquam consectetur. Eius porro porro dolorem eius. Non dolorem tempora quaerat velit quaerat. Tempora velit sed sit. Quaerat neque dolore a;49.465643227503385;15.770628904523798
6;Quisquam porro non quiquia tempora quiquia consectetur. Porro sed modi eius sit ut tempora quiquia. Quisquam neque modi magnam non dolorem. Tempora adipisci sed adipisci quaerat ut dolorem neque. Quisquam quiquia est ipsum voluptatem est consectetur non. M;49.91471236239003;17.903388621365213
7;Quaerat ipsum velit modi velit est. Labore sit magnam tempora consectetur. Eius porro porro quisquam adipisci amet etincidunt. Consectetur neque velit eius tempora porro. Ut dolor consectetur ipsum. Modi consectetur sed voluptatem velit dolorem. Velit quiq;49.62947278986765;18.3260344613763
8;Aliquam etincidunt quiquia modi etincidunt etincidunt consectetur magnam. Sed numquam magnam etincidunt tempora tempora sed. Ut quisquam est sed sit porro quiquia. Amet sed velit est porro ut tempora est. Labore neque modi eius sed. Sed sit numquam dolorem;49.64012186268132;18.321245673281346
9;Dolor magnam tempora quaerat non numquam. Sit magnam amet etincidunt voluptatem labore ut modi. Ut quisquam consectetur dolore est. Adipisci magnam sed neque quisquam dolor est dolorem. Quiquia quiquia consectetur aliquam. Quisquam magnam dolore sit dolore;50.90021375462703;14.080790103128
10;Ipsum porro tempora modi velit est. Numquam magnam porro aliquam labore aliquam porro. Ipsum voluptatem sed velit quaerat consectetur est voluptatem. Quisquam adipisci consectetur porro quaerat dolor eius. Quisquam modi modi consectetur porro. Modi tempora;49.72417528630036;14.345641801498903
11;Modi ipsum numquam dolorem amet aliquam. Quaerat quaerat labore voluptatem est consectetur neque quisquam. Dolor quaerat adipisci sed velit amet voluptatem magnam. Eius etincidunt sed quiquia consectetur. Dolore voluptatem voluptatem quaerat quaerat. Porro;48.71620307918155;13.317171506840472
12;Porro amet voluptatem neque. Amet quisquam porro magnam tempora est. Voluptatem quiquia quiquia non neque velit sit. Etincidunt adipisci etincidunt tempora dolore numquam. Non porro velit amet quisquam sed. Eius dolor porro dolore adipisci neque labore. Do;49.98987109022865;16.28018541064297
